"","cexp","cobs_CIlow","cobs_CIHigh","kappa_CIlow","kappa_CIHigh"
"1",0.00623266783315988,0.00078125,0.009375,-4.43741177553942e-17,4.312708319212e-05
"2",0.0156037469059174,0.01015625,0.0203125,-0.00147399976366253,0.000194185392279409
"3",0.0256734689420711,0.0203125,0.03046875,-0.00143841699083166,0.000448922773965471
"4",0.0356046249978509,0.03046875,0.040625,-0.00254616105070654,0.000793323390346841
"5",0.0455450531291531,0.03984375,0.05078125,-0.0025505098453785,0.00128202002209846
"6",0.0554534776135743,0.05,0.0609375,-0.00344547249428977,0.00188236026197473
"7",0.0653429222629318,0.059375,0.07109375,-0.004282229272021,0.00259087697259948
"8",0.0752486980756172,0.06875,0.08203125,-0.00503257147997824,0.00341333051094117
"9",0.0852868908723984,0.078125,0.0921875,-0.00560185817734659,0.00418124413345844
"10",0.0955763846224059,0.08828125,0.10234375,-0.00570544434774197,0.00450486522729959
"11",0.105956346323751,0.0984375,0.11328125,-0.00587086290194624,0.00481632886891977
"12",0.116154074853246,0.10859375,0.1234375,-0.00627815611718483,0.00519509229578865
"13",0.126271128231776,0.11875,0.13359375,-0.00673033171518774,0.00559910414333703
"14",0.136368143251529,0.128125,0.14375,-0.00710513574074706,0.00602770461005948
"15",0.146477605616314,0.13828125,0.15390625,-0.00749144142208471,0.00642691879231058
"16",0.156573938613381,0.1484375,0.16484375,-0.00784632425882172,0.00688053418493248
"17",0.166668586296723,0.1578125,0.175,-0.0082368097372732,0.00722442321137266
"18",0.176764145167389,0.16796875,0.18515625,-0.00864647667237144,0.0076563322240422
"19",0.186844741196444,0.178125,0.1953125,-0.00902624185546052,0.00806191161778515
"20",0.196973509181575,0.1875,0.20546875,-0.0093959731543624,0.00850776420560377
"21",0.207078048364265,0.19765625,0.215625,-0.00980313527586357,0.0089119576926844
"22",0.217162572401302,0.2078125,0.2265625,-0.0102099342519617,0.009328241407375
"23",0.227271523336862,0.21796875,0.23671875,-0.0106473988983718,0.00982761296370782
"24",0.237379358011313,0.22734375,0.246875,-0.0110828602927738,0.0102653527100756
"25",0.247497597916852,0.2375,0.25703125,-0.0115785630248691,0.0107079914127578
"26",0.257582707766617,0.24765625,0.2671875,-0.0120752969199722,0.0112504483397445
"27",0.26768516196255,0.25703125,0.278125,-0.0124856750517035,0.0117899249732047
"28",0.277773549586472,0.2671875,0.28828125,-0.0130138539995128,0.0123390377567832
"29",0.287857198668071,0.2765625,0.2984375,-0.0135128209508516,0.0128374649064952
"30",0.297986767954622,0.28671875,0.30859375,-0.0141558092563215,0.0134908642591076
"31",0.308087866614419,0.296875,0.31953125,-0.0147751833610884,0.0140964914768698
"32",0.318196131957892,0.30625,0.3296875,-0.0154207770932013,0.0147548695155309
"33",0.328285110374436,0.31640625,0.33984375,-0.016031889202479,0.0155034789543382
"34",0.338387978529094,0.3265625,0.35,-0.016733243745743,0.0161988963389308
